task_id	model	timestamp	parser_rate	acc	precision	recall	f1
50	Qwen2.5-VL-72B-Instruct	2025-05-13 13:35:29	1.0000	0.3529	0.4467	0.3529	0.2062
50	Qwen2.5-VL-32B-Instruct	2025-05-13 13:35:29	1.0000	0.3333	0.2767	0.3333	0.1827
50	qwen-max-2025-01-25	2025-05-13 13:35:29	1.0000	0.0000	0.0000	0.0000	0.0000
50	LLaVA-1.5-13B-HF	2025-05-13 13:35:29	1.0000	0.2843	0.2255	0.2132	0.1787
50	Phi-4-multimodal-instruct	2025-05-13 13:35:29	1.0000	0.3039	0.0993	0.1824	0.1060
50	gpt-4o-mini	2025-05-13 13:35:30	1.0000	0.3431	0.4455	0.3431	0.1869
50	doubao-1.5-vision-pro-32k-250115	2025-05-13 13:35:30	1.0000	0.3725	0.2902	0.3725	0.2801
50	Qwen2.5-VL-7B-Instruct-Pro	2025-05-13 13:35:30	1.0000	0.3235	0.2008	0.3235	0.2044
50	gpt-4o-2024-08-06	2025-05-13 13:35:30	1.0000	0.3627	0.3801	0.3627	0.2363
50	claude-3-7-sonnet-20250219	2025-05-13 13:35:30	1.0000	0.3529	0.2546	0.3529	0.2704
53	InternVL3-9B-Instruct	2025-05-13 13:35:33	1.0000	0.0297	0.1429	0.0167	0.0200
53	local_model	2025-05-13 13:35:37	1.0000	0.0000	0.0000	0.0000	0.0000
53	Do-7B	2025-05-13 13:35:40	1.0000	0.1782	0.0119	0.0048	0.0069
53	qwen2.5-vl-3b-instruct	2025-05-13 13:35:43	1.0000	0.0000	0.0000	0.0000	0.0000
53	gemini-2.5-pro-preview-03-25	2025-05-13 13:35:49	1.0000	0.5743	0.1667	0.1418	0.1428
53	Do-3B	2025-05-13 13:35:52	1.0000	0.0099	0.0075	0.0031	0.0044
53	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 13:35:55	1.0000	0.0495	0.0230	0.0420	0.0298
53	Qwen2.5-VL-72B-Instruct	2025-05-13 13:35:58	1.0000	0.1683	0.0922	0.0950	0.0636
53	Qwen2.5-VL-32B-Instruct	2025-05-13 13:36:01	1.0000	0.2475	0.1281	0.0927	0.0927
53	qwen-max-2025-01-25	2025-05-13 13:36:05	1.0000	0.3267	0.1512	0.1579	0.1275
53	LLaVA-1.5-13B-HF	2025-05-13 13:36:08	1.0000	0.0693	0.0420	0.0076	0.0119
53	Phi-4-multimodal-instruct	2025-05-13 13:36:11	1.0000	0.5941	0.0599	0.0721	0.0655
53	Qwen2.5-VL-7B-Instruct-Pro	2025-05-13 13:36:20	1.0000	0.2277	0.1168	0.0756	0.0811
53	claude-3-7-sonnet-20250219	2025-05-13 13:36:27	1.0000	0.1386	0.0219	0.1029	0.0361
69	InternVL3-9B-Instruct	2025-05-13 13:36:27	1.0000	0.3700	0.1642	0.1490	0.1538
69	local_model	2025-05-13 13:36:27	1.0000	0.0000	0.0000	0.0000	0.0000
69	Do-7B	2025-05-13 13:36:27	1.0000	0.5300	0.4088	0.2814	0.2707
69	qwen2.5-vl-3b-instruct	2025-05-13 13:36:27	1.0000	0.0000	0.0000	0.0000	0.0000
69	gemini-2.0-pro-exp-02-05	2025-05-13 13:36:27	1.0000	0.0000	0.0000	0.0000	0.0000
69	gemini-2.5-pro-preview-03-25	2025-05-13 13:36:27	1.0000	0.0000	0.0000	0.0000	0.0000
69	Do-3B	2025-05-13 13:36:27	1.0000	0.5700	0.5465	0.5029	0.5034
69	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 13:36:28	1.0000	0.4200	0.0578	0.0478	0.0436
69	Qwen2.5-VL-72B-Instruct	2025-05-13 13:36:28	1.0000	0.0000	0.0000	0.0000	0.0000
69	Qwen2.5-VL-32B-Instruct	2025-05-13 13:36:28	1.0000	0.0000	0.0000	0.0000	0.0000
69	LLaVA-1.5-13B-HF	2025-05-13 13:36:28	1.0000	0.3400	0.1700	0.1420	0.1490
69	Phi-4-multimodal-instruct	2025-05-13 13:36:28	1.0000	0.3500	0.0906	0.0839	0.0779
69	gpt-4o-mini	2025-05-13 13:36:28	1.0000	0.0000	0.0000	0.0000	0.0000
69	doubao-1.5-vision-pro-32k-250115	2025-05-13 13:36:29	1.0000	0.0000	0.0000	0.0000	0.0000
69	Qwen2.5-VL-7B-Instruct-Pro	2025-05-13 13:36:29	1.0000	0.0000	0.0000	0.0000	0.0000
69	gpt-4o-2024-08-06	2025-05-13 13:36:29	1.0000	0.0000	0.0000	0.0000	0.0000
69	claude-3-7-sonnet-20250219	2025-05-13 13:36:29	1.0000	0.0000	0.0000	0.0000	0.0000
10	InternVL3-9B-Instruct	2025-05-13 13:36:29	1.0000	0.3026	0.3111	0.2993	0.2709
10	Do-7B	2025-05-13 13:36:30	1.0000	0.0000	0.0000	0.0000	0.0000
10	qwen2.5-vl-3b-instruct	2025-05-13 13:36:30	1.0000	0.2895	0.0724	0.2500	0.1122
10	gemini-2.5-pro-preview-03-25	2025-05-13 13:36:31	1.0000	0.1776	0.1795	0.1078	0.1214
10	Do-3B	2025-05-13 13:36:32	1.0000	0.1579	0.0243	0.0140	0.0162
10	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 13:36:32	1.0000	0.1711	0.0123	0.0188	0.0145
10	Qwen2.5-VL-72B-Instruct	2025-05-13 13:36:32	1.0000	0.2632	0.2539	0.2820	0.2476
10	Qwen2.5-VL-32B-Instruct	2025-05-13 13:36:33	1.0000	0.2829	0.1955	0.2515	0.1517
10	qwen-max-2025-01-25	2025-05-13 13:36:33	1.0000	0.2895	0.0724	0.2500	0.1122
10	LLaVA-1.5-13B-HF	2025-05-13 13:36:34	1.0000	0.2039	0.0875	0.0985	0.0870
10	Phi-4-multimodal-instruct	2025-05-13 13:36:34	1.0000	0.1184	0.0098	0.0111	0.0094
10	gpt-4o-mini	2025-05-13 13:36:35	1.0000	0.1579	0.0785	0.2013	0.0939
10	doubao-1.5-vision-pro-32k-250115	2025-05-13 13:36:35	1.0000	0.1842	0.0763	0.1107	0.0850
10	Qwen2.5-VL-7B-Instruct-Pro	2025-05-13 13:36:35	1.0000	0.2039	0.2437	0.2283	0.1813
10	gpt-4o-2024-08-06	2025-05-13 13:36:36	1.0000	0.2303	0.2384	0.2343	0.2036
10	claude-3-7-sonnet-20250219	2025-05-13 13:36:36	1.0000	0.1908	0.0190	0.0152	0.0166
18	InternVL3-9B-Instruct	2025-05-13 13:36:38	1.0000	0.5196	0.7550	0.5196	0.3755
18	Do-7B	2025-05-13 13:36:39	1.0000	0.0294	0.0201	0.0010	0.0019
18	qwen2.5-vl-3b-instruct	2025-05-13 13:36:40	1.0000	0.5392	0.5622	0.5392	0.4923
18	gemini-2.5-pro-preview-03-25	2025-05-13 13:36:41	1.0000	0.5196	0.6301	0.5196	0.3901
18	Do-3B	2025-05-13 13:36:43	1.0000	0.4608	0.0843	0.0709	0.0648
18	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 13:36:44	1.0000	0.5000	0.5000	0.5000	0.3500
18	Qwen2.5-VL-72B-Instruct	2025-05-13 13:36:45	1.0000	0.3039	0.3397	0.2026	0.2200
18	Qwen2.5-VL-32B-Instruct	2025-05-13 13:36:46	1.0000	0.5490	0.5503	0.5490	0.5462
18	qwen-max-2025-01-25	2025-05-13 13:36:48	1.0000	0.5000	0.2500	0.5000	0.3333
18	LLaVA-1.5-13B-HF	2025-05-13 13:36:49	1.0000	0.5294	0.3678	0.3529	0.3203
18	Phi-4-multimodal-instruct	2025-05-13 13:36:50	1.0000	0.5000	0.1683	0.1429	0.1211
18	gpt-4o-mini	2025-05-13 13:36:52	1.0000	0.5196	0.5414	0.5196	0.4468
18	doubao-1.5-vision-pro-32k-250115	2025-05-13 13:36:53	1.0000	0.6569	0.6889	0.6569	0.6417
18	Qwen2.5-VL-7B-Instruct-Pro	2025-05-13 13:36:54	1.0000	0.5098	0.5109	0.5098	0.4974
18	gpt-4o-2024-08-06	2025-05-13 13:36:56	1.0000	0.5294	0.7576	0.5294	0.3956
18	claude-3-7-sonnet-20250219	2025-05-13 13:36:57	1.0000	0.5490	0.6102	0.5490	0.4763
21	InternVL3-9B-Instruct	2025-05-13 13:36:57	1.0000	0.4678	0.4041	0.4569	0.3747
21	local_model	2025-05-13 13:36:57	1.0000	0.0000	0.0000	0.0000	0.0000
21	Do-7B	2025-05-13 13:36:58	1.0000	0.3216	0.0340	0.0185	0.0192
21	qwen2.5-vl-3b-instruct	2025-05-13 13:36:58	1.0000	0.4912	0.7441	0.5057	0.3393
21	gemini-2.0-pro-exp-02-05	2025-05-13 13:36:58	1.0000	0.5263	0.5469	0.5141	0.4172
21	gemini-2.5-pro-preview-03-25	2025-05-13 13:36:59	1.0000	0.5029	0.4800	0.4917	0.4096
21	Do-3B	2025-05-13 13:36:59	1.0000	0.4152	0.0509	0.0454	0.0445
21	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 13:36:59	1.0000	0.3918	0.0629	0.0730	0.0599
21	Qwen2.5-VL-72B-Instruct	2025-05-13 13:37:00	1.0000	0.4386	0.4385	0.4385	0.4384
21	Qwen2.5-VL-32B-Instruct	2025-05-13 13:37:00	1.0000	0.4503	0.3022	0.3024	0.2974
21	qwen-max-2025-01-25	2025-05-13 13:37:00	1.0000	0.4854	0.2427	0.5000	0.3268
21	LLaVA-1.5-13B-HF	2025-05-13 13:37:01	1.0000	0.5146	0.5463	0.5246	0.4563
21	Phi-4-multimodal-instruct	2025-05-13 13:37:01	1.0000	0.3743	0.0703	0.0813	0.0699
21	gpt-4o-mini	2025-05-13 13:37:01	1.0000	0.4854	0.3288	0.3306	0.2781
21	doubao-1.5-vision-pro-32k-250115	2025-05-13 13:37:01	1.0000	0.6842	0.3817	0.3459	0.3342
21	Qwen2.5-VL-7B-Instruct-Pro	2025-05-13 13:37:02	1.0000	0.5380	0.5754	0.5470	0.4948
21	gpt-4o-2024-08-06	2025-05-13 13:37:02	1.0000	0.4737	0.4554	0.4664	0.4345
21	claude-3-7-sonnet-20250219	2025-05-13 13:37:02	1.0000	0.2281	0.0058	0.0075	0.0066
23	InternVL3-9B-Instruct	2025-05-13 13:37:03	1.0000	0.4500	0.4962	0.4003	0.3590
23	local_model	2025-05-13 13:37:03	1.0000	0.0000	0.0000	0.0000	0.0000
23	Do-7B	2025-05-13 13:37:04	1.0000	0.3000	0.0683	0.0488	0.0390
23	qwen2.5-vl-3b-instruct	2025-05-13 13:37:04	1.0000	0.2200	0.2131	0.3578	0.2022
23	gemini-2.0-pro-exp-02-05	2025-05-13 13:37:05	1.0000	0.5700	0.7949	0.5190	0.4775
23	gemini-2.5-pro-preview-03-25	2025-05-13 13:37:05	1.0000	0.5900	0.6299	0.5359	0.4884
23	Do-3B	2025-05-13 13:37:06	1.0000	0.3400	0.3700	0.2638	0.1726
23	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 13:37:06	1.0000	0.4300	0.1850	0.1434	0.1491
23	Qwen2.5-VL-72B-Instruct	2025-05-13 13:37:07	1.0000	0.6500	0.7089	0.6031	0.6333
23	Qwen2.5-VL-32B-Instruct	2025-05-13 13:37:07	1.0000	0.4800	0.4822	0.4712	0.4729
23	qwen-max-2025-01-25	2025-05-13 13:37:07	1.0000	0.5100	0.1700	0.3333	0.2252
23	LLaVA-1.5-13B-HF	2025-05-13 13:37:08	1.0000	0.3200	0.2378	0.2597	0.2264
23	Phi-4-multimodal-instruct	2025-05-13 13:37:08	1.0000	0.3300	0.0770	0.0961	0.0671
23	gpt-4o-mini	2025-05-13 13:37:09	1.0000	0.5300	0.5115	0.5537	0.5229
23	doubao-1.5-vision-pro-32k-250115	2025-05-13 13:37:09	1.0000	0.7100	0.4458	0.3776	0.3984
23	Qwen2.5-VL-7B-Instruct-Pro	2025-05-13 13:37:10	1.0000	0.5800	0.5950	0.4271	0.4081
23	gpt-4o-2024-08-06	2025-05-13 13:37:10	1.0000	0.5400	0.3516	0.4189	0.3818
23	claude-3-7-sonnet-20250219	2025-05-13 13:37:11	1.0000	0.3300	0.0490	0.0559	0.0422
25	InternVL3-9B-Instruct	2025-05-13 13:37:11	1.0000	0.5200	0.5523	0.5572	0.5169
25	local_model	2025-05-13 13:37:11	1.0000	0.0000	0.0000	0.0000	0.0000
25	Do-7B	2025-05-13 13:37:11	1.0000	0.2500	0.0460	0.0342	0.0293
25	qwen2.5-vl-3b-instruct	2025-05-13 13:37:12	1.0000	0.7200	0.6804	0.6680	0.6727
25	gemini-2.0-pro-exp-02-05	2025-05-13 13:37:12	1.0000	0.4700	0.5556	0.5507	0.4687
25	gemini-2.5-pro-preview-03-25	2025-05-13 13:37:12	1.0000	0.6000	0.6350	0.6477	0.5974
25	Do-3B	2025-05-13 13:37:12	1.0000	0.3400	0.4196	0.4536	0.3179
25	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 13:37:12	1.0000	0.6200	0.1522	0.0869	0.0803
25	Qwen2.5-VL-72B-Instruct	2025-05-13 13:37:13	1.0000	0.6200	0.6467	0.6626	0.6162
25	Qwen2.5-VL-32B-Instruct	2025-05-13 13:37:13	1.0000	0.6600	0.5530	0.5156	0.4687
25	qwen-max-2025-01-25	2025-05-13 13:37:13	1.0000	0.6700	0.3350	0.5000	0.4012
25	LLaVA-1.5-13B-HF	2025-05-13 13:37:13	1.0000	0.5600	0.4946	0.4948	0.4945
25	Phi-4-multimodal-instruct	2025-05-13 13:37:13	1.0000	0.4000	0.1262	0.1208	0.1022
25	gpt-4o-mini	2025-05-13 13:37:14	1.0000	0.7800	0.7518	0.7436	0.7472
25	doubao-1.5-vision-pro-32k-250115	2025-05-13 13:37:14	1.0000	0.6900	0.7188	0.5380	0.4860
25	Qwen2.5-VL-7B-Instruct-Pro	2025-05-13 13:37:14	1.0000	0.6900	0.6439	0.5687	0.5556
25	gpt-4o-2024-08-06	2025-05-13 13:37:14	1.0000	0.7100	0.6672	0.6298	0.6364
25	claude-3-7-sonnet-20250219	2025-05-13 13:37:14	1.0000	0.4600	0.0358	0.0238	0.0284
28	InternVL3-9B-Instruct	2025-05-13 13:37:15	1.0000	0.1731	0.0222	0.1000	0.0364
28	local_model	2025-05-13 13:37:15	1.0000	0.0000	0.0000	0.0000	0.0000
28	Do-7B	2025-05-13 13:37:15	1.0000	0.1346	0.0244	0.0467	0.0312
28	qwen2.5-vl-3b-instruct	2025-05-13 13:37:15	1.0000	0.1827	0.0320	0.1583	0.0532
28	gemini-2.0-pro-exp-02-05	2025-05-13 13:37:16	1.0000	0.1923	0.2595	0.1667	0.1381
28	gemini-2.5-pro-preview-03-25	2025-05-13 13:37:16	1.0000	0.1538	0.0836	0.1000	0.0754
28	Do-3B	2025-05-13 13:37:16	1.0000	0.2500	0.1151	0.1625	0.1164
28	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 13:37:16	1.0000	0.1923	0.0253	0.1250	0.0420
28	Qwen2.5-VL-72B-Instruct	2025-05-13 13:37:17	1.0000	0.1731	0.2576	0.1500	0.0880
28	Qwen2.5-VL-32B-Instruct	2025-05-13 13:37:17	1.0000	0.1635	0.0764	0.1417	0.0946
28	qwen-max-2025-01-25	2025-05-13 13:37:17	1.0000	0.1923	0.0869	0.1667	0.0668
28	LLaVA-1.5-13B-HF	2025-05-13 13:37:17	1.0000	0.1442	0.0652	0.0750	0.0639
28	Phi-4-multimodal-instruct	2025-05-13 13:37:17	1.0000	0.2308	0.0839	0.1000	0.0906
28	gpt-4o-mini	2025-05-13 13:37:18	1.0000	0.2115	0.0701	0.1833	0.1010
28	doubao-1.5-vision-pro-32k-250115	2025-05-13 13:37:18	1.0000	0.1923	0.0321	0.1667	0.0538
28	Qwen2.5-VL-7B-Instruct-Pro	2025-05-13 13:37:18	1.0000	0.1923	0.0728	0.1667	0.0823
28	gpt-4o-2024-08-06	2025-05-13 13:37:18	1.0000	0.1923	0.0497	0.1250	0.0509
28	claude-3-7-sonnet-20250219	2025-05-13 13:37:19	1.0000	0.0096	0.0024	0.0005	0.0008
32	InternVL3-9B-Instruct	2025-05-13 13:37:20	1.0000	0.5146	0.3086	0.3230	0.2488
32	local_model	2025-05-13 13:37:20	1.0000	0.0000	0.0000	0.0000	0.0000
32	Do-7B	2025-05-13 13:37:21	1.0000	0.2718	0.0372	0.0166	0.0200
32	qwen2.5-vl-3b-instruct	2025-05-13 13:37:22	1.0000	0.0000	0.0000	0.0000	0.0000
32	gemini-2.0-pro-exp-02-05	2025-05-13 13:37:23	1.0000	0.4078	0.2831	0.2696	0.2761
32	gemini-2.5-pro-preview-03-25	2025-05-13 13:37:23	1.0000	0.4854	0.2505	0.2379	0.2404
32	Do-3B	2025-05-13 13:37:24	1.0000	0.4951	0.1484	0.1412	0.1447
32	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 13:37:25	1.0000	0.4175	0.0829	0.0679	0.0565
32	Qwen2.5-VL-72B-Instruct	2025-05-13 13:37:26	1.0000	0.5728	0.2978	0.2867	0.2921
32	Qwen2.5-VL-32B-Instruct	2025-05-13 13:37:27	1.0000	0.5340	0.4625	0.3404	0.3241
32	qwen-max-2025-01-25	2025-05-13 13:37:27	1.0000	0.5340	0.1797	0.3333	0.2335
32	LLaVA-1.5-13B-HF	2025-05-13 13:37:28	1.0000	0.4563	0.3543	0.4313	0.3539
32	Phi-4-multimodal-instruct	2025-05-13 13:37:29	1.0000	0.5146	0.1542	0.1411	0.1327
32	gpt-4o-mini	2025-05-13 13:37:30	1.0000	0.2427	0.4788	0.1524	0.1591
32	doubao-1.5-vision-pro-32k-250115	2025-05-13 13:37:30	1.0000	0.4563	0.0390	0.0610	0.0476
32	Qwen2.5-VL-7B-Instruct-Pro	2025-05-13 13:37:31	1.0000	0.4466	0.1762	0.2788	0.2160
32	gpt-4o-2024-08-06	2025-05-13 13:37:32	1.0000	0.5146	0.4901	0.4938	0.4512
32	claude-3-7-sonnet-20250219	2025-05-13 13:37:33	1.0000	0.2427	0.0163	0.0069	0.0094
40	InternVL3-9B-Instruct	2025-05-13 13:37:33	1.0000	0.2018	0.2170	0.2269	0.1888
40	local_model	2025-05-13 13:37:34	1.0000	0.0000	0.0000	0.0000	0.0000
40	Do-7B	2025-05-13 13:37:35	1.0000	0.0459	0.0105	0.0040	0.0054
40	qwen2.5-vl-3b-instruct	2025-05-13 13:37:36	1.0000	0.0550	0.0225	0.1357	0.0343
40	gemini-2.5-pro-preview-03-25	2025-05-13 13:37:37	1.0000	0.3853	0.3187	0.3220	0.2951
40	Do-3B	2025-05-13 13:37:38	1.0000	0.0917	0.0386	0.0595	0.0263
40	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 13:37:39	1.0000	0.1009	0.0297	0.0962	0.0339
40	Qwen2.5-VL-72B-Instruct	2025-05-13 13:37:39	1.0000	0.1193	0.2310	0.1354	0.1024
40	Qwen2.5-VL-32B-Instruct	2025-05-13 13:37:40	1.0000	0.1835	0.2281	0.2711	0.1862
40	LLaVA-1.5-13B-HF	2025-05-13 13:37:42	1.0000	0.0000	0.0000	0.0000	0.0000
40	Phi-4-multimodal-instruct	2025-05-13 13:37:42	1.0000	0.1468	0.0155	0.0106	0.0112
40	doubao-1.5-vision-pro-32k-250115	2025-05-13 13:37:44	1.0000	0.0642	0.0357	0.0164	0.0148
40	Qwen2.5-VL-7B-Instruct-Pro	2025-05-13 13:37:44	1.0000	0.1193	0.1174	0.1560	0.0986
42	InternVL3-9B-Instruct	2025-05-13 13:37:46	1.0000	0.4356	0.4639	0.4624	0.4348
42	local_model	2025-05-13 13:37:47	1.0000	0.0000	0.0000	0.0000	0.0000
42	Do-7B	2025-05-13 13:37:47	1.0000	0.3564	0.0735	0.2000	0.1075
42	qwen2.5-vl-3b-instruct	2025-05-13 13:37:48	1.0000	0.4257	0.4123	0.4051	0.4047
42	gemini-2.5-pro-preview-03-25	2025-05-13 13:37:49	1.0000	0.3564	0.2750	0.2920	0.2279
42	Do-3B	2025-05-13 13:37:49	1.0000	0.3465	0.1178	0.3241	0.1728
42	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 13:37:49	1.0000	0.4455	0.0204	0.0223	0.0213
42	Qwen2.5-VL-72B-Instruct	2025-05-13 13:37:50	1.0000	0.5446	0.5375	0.5408	0.5313
42	Qwen2.5-VL-32B-Instruct	2025-05-13 13:37:50	1.0000	0.6535	0.6061	0.5449	0.5148
42	LLaVA-1.5-13B-HF	2025-05-13 13:37:51	1.0000	0.4356	0.3111	0.3083	0.2913
42	Phi-4-multimodal-instruct	2025-05-13 13:37:52	1.0000	0.3960	0.2502	0.2437	0.1900
42	doubao-1.5-vision-pro-32k-250115	2025-05-13 13:37:52	1.0000	0.6238	0.2121	0.3231	0.2561
42	Qwen2.5-VL-7B-Instruct-Pro	2025-05-13 13:37:53	1.0000	0.3861	0.5380	0.5107	0.3310
44	InternVL3-9B-Instruct	2025-05-13 13:37:54	1.0000	0.3241	0.2179	0.2422	0.2181
44	local_model	2025-05-13 13:37:54	1.0000	0.2870	0.2110	0.2347	0.2135
44	Do-7B	2025-05-13 13:37:54	0.7870	0.2706	0.2176	0.2401	0.2128
44	qwen2.5-vl-3b-instruct	2025-05-13 13:37:54	1.0000	0.3981	0.3481	0.2564	0.1534
44	gemini-2.0-pro-exp-02-05	2025-05-13 13:37:54	1.0000	0.3611	0.3692	0.3459	0.2636
44	gemini-2.5-pro-preview-03-25	2025-05-13 13:37:54	1.0000	0.4167	0.3213	0.3146	0.2545
44	Do-3B	2025-05-13 13:37:55	0.9074	0.2653	0.2153	0.2330	0.2093
44	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 13:37:55	0.9907	0.1495	0.2629	0.1739	0.1497
44	Qwen2.5-VL-72B-Instruct	2025-05-13 13:37:55	1.0000	0.2130	0.2190	0.2285	0.2104
44	Qwen2.5-VL-32B-Instruct	2025-05-13 13:37:55	1.0000	0.3056	0.2935	0.3210	0.2597
44	qwen-max-2025-01-25	2025-05-13 13:37:55	1.0000	0.1111	0.0280	0.2500	0.0504
44	LLaVA-1.5-13B-HF	2025-05-13 13:37:55	1.0000	0.2963	0.3426	0.2527	0.2462
44	Phi-4-multimodal-instruct	2025-05-13 13:37:55	0.9815	0.1887	0.1453	0.2381	0.1335
44	gpt-4o-mini	2025-05-13 13:37:55	1.0000	0.3611	0.0903	0.2500	0.1327
44	doubao-1.5-vision-pro-32k-250115	2025-05-13 13:37:56	1.0000	0.2963	0.2066	0.2196	0.1514
44	Qwen2.5-VL-7B-Instruct-Pro	2025-05-13 13:37:56	1.0000	0.2130	0.2502	0.2415	0.1508
44	gpt-4o-2024-08-06	2025-05-13 13:37:56	1.0000	0.3333	0.2782	0.2686	0.2538
44	claude-3-7-sonnet-20250219	2025-05-13 13:37:56	0.5926	0.2969	0.2077	0.2643	0.2286
57	InternVL3-9B-Instruct	2025-05-13 13:37:56	1.0000	0.4717	0.4636	0.4605	0.4560
57	local_model	2025-05-13 13:37:56	1.0000	0.0000	0.0000	0.0000	0.0000
57	Do-7B	2025-05-13 13:37:56	1.0000	0.2925	0.0168	0.0123	0.0142
57	qwen2.5-vl-3b-instruct	2025-05-13 13:37:56	1.0000	0.3585	0.1792	0.5000	0.2639
57	gemini-2.5-pro-preview-03-25	2025-05-13 13:37:56	1.0000	0.3962	0.5323	0.5120	0.3509
57	Do-3B	2025-05-13 13:37:57	1.0000	0.4057	0.2083	0.2031	0.1530
57	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 13:37:57	1.0000	0.4623	0.4332	0.4300	0.4306
57	Qwen2.5-VL-72B-Instruct	2025-05-13 13:37:57	1.0000	0.4906	0.4986	0.4985	0.4840
57	Qwen2.5-VL-32B-Instruct	2025-05-13 13:37:57	1.0000	0.4245	0.5383	0.5224	0.4010
