task_id	model	timestamp	parser_rate	acc	precision	recall	f1
21	Do-7B	2025-05-13 14:25:54	1.0000	0.3216	0.0340	0.0185	0.0192
21	gemini-2.5-pro-preview-03-25	2025-05-13 14:25:54	1.0000	0.5029	0.4800	0.4917	0.4096
21	Do-3B	2025-05-13 14:25:54	1.0000	0.4152	0.0509	0.0454	0.0445
21	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 14:25:55	1.0000	0.3918	0.0629	0.0730	0.0599
21	LLaVA-1.5-13B-HF	2025-05-13 14:25:55	1.0000	0.5146	0.5463	0.5246	0.4563
21	Phi-4-multimodal-instruct	2025-05-13 14:25:55	1.0000	0.3743	0.0703	0.0813	0.0699
23	InternVL3-9B-Instruct	2025-05-13 14:25:56	1.0000	0.4500	0.4962	0.4003	0.3590
23	local_model	2025-05-13 14:25:56	1.0000	0.0000	0.0000	0.0000	0.0000
23	Do-7B	2025-05-13 14:25:57	1.0000	0.3000	0.0683	0.0488	0.0390
23	gemini-2.5-pro-preview-03-25	2025-05-13 14:25:57	1.0000	0.5900	0.6299	0.5359	0.4884
23	Do-3B	2025-05-13 14:25:58	1.0000	0.3400	0.3700	0.2638	0.1726
23	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 14:25:58	1.0000	0.4300	0.1850	0.1434	0.1491
23	LLaVA-1.5-13B-HF	2025-05-13 14:25:59	1.0000	0.3200	0.2378	0.2597	0.2264
23	Phi-4-multimodal-instruct	2025-05-13 14:25:59	1.0000	0.3300	0.0770	0.0961	0.0671
25	InternVL3-9B-Instruct	2025-05-13 14:25:59	1.0000	0.5200	0.5523	0.5572	0.5169
25	local_model	2025-05-13 14:26:00	1.0000	0.0000	0.0000	0.0000	0.0000
25	Do-7B	2025-05-13 14:26:00	1.0000	0.2500	0.0460	0.0342	0.0293
25	gemini-2.5-pro-preview-03-25	2025-05-13 14:26:00	1.0000	0.6000	0.6350	0.6477	0.5974
25	Do-3B	2025-05-13 14:26:00	1.0000	0.3400	0.4196	0.4536	0.3179
25	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 14:26:00	1.0000	0.6200	0.1522	0.0869	0.0803
25	LLaVA-1.5-13B-HF	2025-05-13 14:26:01	1.0000	0.5600	0.4946	0.4948	0.4945
25	Phi-4-multimodal-instruct	2025-05-13 14:26:01	1.0000	0.4000	0.1262	0.1208	0.1022
28	InternVL3-9B-Instruct	2025-05-13 14:26:01	1.0000	0.1731	0.0222	0.1000	0.0364
28	local_model	2025-05-13 14:26:01	1.0000	0.0000	0.0000	0.0000	0.0000
28	Do-7B	2025-05-13 14:26:02	1.0000	0.1346	0.0244	0.0467	0.0312
28	gemini-2.5-pro-preview-03-25	2025-05-13 14:26:02	1.0000	0.1538	0.0836	0.1000	0.0754
28	Do-3B	2025-05-13 14:26:02	1.0000	0.2500	0.1151	0.1625	0.1164
28	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 14:26:02	1.0000	0.1923	0.0253	0.1250	0.0420
28	LLaVA-1.5-13B-HF	2025-05-13 14:26:03	1.0000	0.1442	0.0652	0.0750	0.0639
28	Phi-4-multimodal-instruct	2025-05-13 14:26:03	1.0000	0.2308	0.0839	0.1000	0.0906
32	InternVL3-9B-Instruct	2025-05-13 14:26:04	1.0000	0.5146	0.3086	0.3230	0.2488
32	local_model	2025-05-13 14:26:04	1.0000	0.0000	0.0000	0.0000	0.0000
32	Do-7B	2025-05-13 14:26:05	1.0000	0.2718	0.0372	0.0166	0.0200
32	gemini-2.5-pro-preview-03-25	2025-05-13 14:26:06	1.0000	0.4854	0.2505	0.2379	0.2404
32	Do-3B	2025-05-13 14:26:07	1.0000	0.4951	0.1484	0.1412	0.1447
32	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 14:26:08	1.0000	0.4175	0.0829	0.0679	0.0565
32	LLaVA-1.5-13B-HF	2025-05-13 14:26:09	1.0000	0.4563	0.3543	0.4313	0.3539
32	Phi-4-multimodal-instruct	2025-05-13 14:26:09	1.0000	0.5146	0.1542	0.1411	0.1327
40	InternVL3-9B-Instruct	2025-05-13 14:26:10	1.0000	0.2018	0.2170	0.2269	0.1888
40	local_model	2025-05-13 14:26:11	1.0000	0.0000	0.0000	0.0000	0.0000
40	Do-7B	2025-05-13 14:26:12	1.0000	0.0459	0.0105	0.0040	0.0054
40	gemini-2.5-pro-preview-03-25	2025-05-13 14:26:12	1.0000	0.3853	0.3187	0.3220	0.2951
40	Do-3B	2025-05-13 14:26:13	1.0000	0.0917	0.0386	0.0595	0.0263
40	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 14:26:14	1.0000	0.1009	0.0297	0.0962	0.0339
40	LLaVA-1.5-13B-HF	2025-05-13 14:26:15	1.0000	0.0000	0.0000	0.0000	0.0000
40	Phi-4-multimodal-instruct	2025-05-13 14:26:16	1.0000	0.1468	0.0155	0.0106	0.0112
42	InternVL3-9B-Instruct	2025-05-13 14:26:16	1.0000	0.4356	0.4639	0.4624	0.4348
42	local_model	2025-05-13 14:26:16	1.0000	0.0000	0.0000	0.0000	0.0000
42	Do-7B	2025-05-13 14:26:17	1.0000	0.3564	0.0735	0.2000	0.1075
42	gemini-2.5-pro-preview-03-25	2025-05-13 14:26:17	1.0000	0.3564	0.2750	0.2920	0.2279
42	Do-3B	2025-05-13 14:26:18	1.0000	0.3465	0.1178	0.3241	0.1728
42	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 14:26:18	1.0000	0.4455	0.0204	0.0223	0.0213
42	LLaVA-1.5-13B-HF	2025-05-13 14:26:19	1.0000	0.4356	0.3111	0.3083	0.2913
42	Phi-4-multimodal-instruct	2025-05-13 14:26:19	1.0000	0.3960	0.2502	0.2437	0.1900
44	InternVL3-9B-Instruct	2025-05-13 14:26:19	1.0000	0.3241	0.2179	0.2422	0.2181
44	local_model	2025-05-13 14:26:19	1.0000	0.2870	0.2110	0.2347	0.2135
44	Do-7B	2025-05-13 14:26:20	0.7870	0.2706	0.2176	0.2401	0.2128
44	gemini-2.5-pro-preview-03-25	2025-05-13 14:26:20	1.0000	0.4167	0.3213	0.3146	0.2545
44	Do-3B	2025-05-13 14:26:20	0.9074	0.2653	0.2153	0.2330	0.2093
44	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 14:26:20	0.9907	0.1495	0.2629	0.1739	0.1497
44	LLaVA-1.5-13B-HF	2025-05-13 14:26:20	1.0000	0.2963	0.3426	0.2527	0.2462
44	Phi-4-multimodal-instruct	2025-05-13 14:26:20	0.9815	0.1887	0.1453	0.2381	0.1335
57	InternVL3-9B-Instruct	2025-05-13 14:26:20	1.0000	0.4717	0.4636	0.4605	0.4560
57	local_model	2025-05-13 14:26:21	1.0000	0.0000	0.0000	0.0000	0.0000
57	Do-7B	2025-05-13 14:26:21	1.0000	0.2925	0.0168	0.0123	0.0142
57	gemini-2.5-pro-preview-03-25	2025-05-13 14:26:21	1.0000	0.3962	0.5323	0.5120	0.3509
57	Do-3B	2025-05-13 14:26:21	1.0000	0.4057	0.2083	0.2031	0.1530
57	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 14:26:21	1.0000	0.4623	0.4332	0.4300	0.4306
57	Qwen2.5-VL-72B-Instruct	2025-05-13 14:26:21	1.0000	0.4906	0.4986	0.4985	0.4840
57	Qwen2.5-VL-32B-Instruct	2025-05-13 14:26:21	1.0000	0.4245	0.5383	0.5224	0.4010
57	LLaVA-1.5-13B-HF	2025-05-13 14:26:21	1.0000	0.6415	0.6103	0.6103	0.6103
57	Phi-4-multimodal-instruct	2025-05-13 14:26:21	1.0000	0.3396	0.1132	0.1287	0.0852
57	Qwen2.5-VL-7B-Instruct-Pro	2025-05-13 14:26:22	1.0000	0.5094	0.5406	0.5422	0.5087
66	InternVL3-9B-Instruct	2025-05-13 14:26:22	1.0000	0.4500	0.3511	0.3459	0.2952
66	local_model	2025-05-13 14:26:22	1.0000	0.0000	0.0000	0.0000	0.0000
66	Do-7B	2025-05-13 14:26:22	1.0000	0.2600	0.0438	0.0257	0.0219
66	gemini-2.5-pro-preview-03-25	2025-05-13 14:26:22	1.0000	0.6500	0.7135	0.7055	0.6497
66	Do-3B	2025-05-13 14:26:22	1.0000	0.4600	0.2255	0.2130	0.1824
66	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 14:26:22	1.0000	0.4800	0.0434	0.0356	0.0348
66	LLaVA-1.5-13B-HF	2025-05-13 14:26:22	1.0000	0.6300	0.3817	0.3445	0.3029
66	Phi-4-multimodal-instruct	2025-05-13 14:26:22	1.0000	0.4300	0.2545	0.2515	0.2107
70	InternVL3-9B-Instruct	2025-05-13 14:26:22	1.0000	0.3000	0.4706	0.3371	0.2054
70	local_model	2025-05-13 14:26:22	1.0000	0.0000	0.0000	0.0000	0.0000
70	Do-7B	2025-05-13 14:26:23	1.0000	0.2200	0.0645	0.0357	0.0399
70	gemini-2.5-pro-preview-03-25	2025-05-13 14:26:23	1.0000	0.4700	0.4950	0.3948	0.3779
70	Do-3B	2025-05-13 14:26:23	1.0000	0.3400	0.1116	0.0752	0.0779
70	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 14:26:23	1.0000	0.4000	0.1027	0.1114	0.1068
70	LLaVA-1.5-13B-HF	2025-05-13 14:26:24	1.0000	0.2000	0.2476	0.2820	0.1538
70	Phi-4-multimodal-instruct	2025-05-13 14:26:24	1.0000	0.3600	0.1001	0.0920	0.0788
75	InternVL3-9B-Instruct	2025-05-13 14:26:24	1.0000	0.6100	0.6787	0.6100	0.5685
75	local_model	2025-05-13 14:26:24	1.0000	0.0000	0.0000	0.0000	0.0000
75	Do-7B	2025-05-13 14:26:24	1.0000	0.1600	0.0181	0.0070	0.0090
75	gemini-2.5-pro-preview-03-25	2025-05-13 14:26:24	1.0000	0.5000	0.2500	0.5000	0.3333
75	Do-3B	2025-05-13 14:26:25	1.0000	0.4900	0.3381	0.3267	0.3257
75	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 14:26:25	1.0000	0.5700	0.2218	0.1629	0.1471
75	LLaVA-1.5-13B-HF	2025-05-13 14:26:25	1.0000	0.5000	0.4048	0.3333	0.2728
75	Phi-4-multimodal-instruct	2025-05-13 14:26:25	1.0000	0.4700	0.0511	0.0940	0.0662
74is_normal	InternVL3-9B-Instruct	2025-05-13 14:26:25	1.0000	0.6972	0.5489	0.5163	0.4847
74is_normal	local_model	2025-05-13 14:26:25	1.0000	0.0000	0.0000	0.0000	0.0000
74is_normal	Do-7B	2025-05-13 14:26:25	1.0000	0.1376	0.0234	0.0087	0.0101
74is_normal	gemini-2.5-pro-preview-03-25	2025-05-13 14:26:25	1.0000	0.6147	0.3639	0.3576	0.3607
74is_normal	Do-3B	2025-05-13 14:26:25	1.0000	0.4128	0.0766	0.0634	0.0615
74is_normal	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 14:26:25	1.0000	0.7156	0.3578	0.5000	0.4171
74is_normal	LLaVA-1.5-13B-HF	2025-05-13 14:26:26	1.0000	0.4404	0.3620	0.3606	0.2949
74is_normal	Phi-4-multimodal-instruct	2025-05-13 14:26:26	1.0000	0.2477	0.0193	0.0110	0.0134
74is_visible	InternVL3-9B-Instruct	2025-05-13 14:26:26	1.0000	0.1468	0.5694	0.5053	0.1325
74is_visible	local_model	2025-05-13 14:26:26	1.0000	0.0000	0.0000	0.0000	0.0000
74is_visible	Do-7B	2025-05-13 14:26:26	1.0000	0.2936	0.0486	0.0203	0.0271
74is_visible	gemini-2.5-pro-preview-03-25	2025-05-13 14:26:26	1.0000	0.6239	0.6339	0.7819	0.5718
74is_visible	Do-3B	2025-05-13 14:26:26	1.0000	0.6697	0.1774	0.1761	0.1724
74is_visible	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 14:26:26	1.0000	0.8349	0.4750	0.5468	0.4944
74is_visible	LLaVA-1.5-13B-HF	2025-05-13 14:26:26	1.0000	0.7890	0.3682	0.3610	0.3642
74is_visible	Phi-4-multimodal-instruct	2025-05-13 14:26:26	1.0000	0.2202	0.2883	0.2739	0.1101
anatomy	InternVL3-9B-Instruct	2025-05-13 14:26:27	1.0000	0.0000	0.0000	0.0000	0.0000
anatomy	Do-7B	2025-05-13 14:26:29	1.0000	0.0000	0.0000	0.0000	0.0000
anatomy	gemini-2.5-pro-preview-03-25	2025-05-13 14:26:30	1.0000	0.0000	0.0000	0.0000	0.0000
anatomy	Do-3B	2025-05-13 14:26:32	1.0000	0.0000	0.0000	0.0000	0.0000
anatomy	Mistral-Small-3.1-24B-Instruct-2503	2025-05-13 14:26:33	1.0000	0.0000	0.0000	0.0000	0.0000
anatomy	Qwen2.5-VL-72B-Instruct	2025-05-13 14:26:34	1.0000	0.0000	0.0000	0.0000	0.0000
anatomy	Qwen2.5-VL-32B-Instruct	2025-05-13 14:26:36	1.0000	0.0000	0.0000	0.0000	0.0000
anatomy	LLaVA-1.5-13B-HF	2025-05-13 14:26:37	1.0000	0.0091	0.0526	0.0053	0.0096
anatomy	Phi-4-multimodal-instruct	2025-05-13 14:26:39	1.0000	0.0000	0.0000	0.0000	0.0000
anatomy	Qwen2.5-VL-7B-Instruct-Pro	2025-05-13 14:26:40	1.0000	0.0000	0.0000	0.0000	0.0000
